"","system","player_name","playerid","ip","w","er","h","bb","sv","so","g","gs","team","whip","era"
"5925","steamerr","Danny Wilkinson","sa3020747",1,0.0435,0.58913,0.9387,0.78,0,0.9059,1,0,"PHI",1.7187,5.30217
"5926","steamerr","Tanner Jacobson","sa3020454",1,0.0417,0.6089,1.0342,0.6535,0,0.72,1,0,"STL",1.6877,5.4801
"5927","steamerr","Josh Ekness","sa3023204",1,0.039,0.62504,1.0688,0.6367,0,0.717,1,0,"MIA",1.7055,5.62536
"5928","steamerr","Tanner Propst","sa3015075",1,0.0417,0.59671,1.0591,0.6354,0,0.691,1,0,NA,1.6945,5.37039
"5929","steamerr","Tyler Watson","sa876164",1,0.0416,0.59889,1.0865,0.5822,0,0.6366,1,0,NA,1.6687,5.39001
"5930","steamerr","Graham Hoffman","sa3018238",1,0.0413,0.60769,1.056,0.6676,0,0.7095,1,0,NA,1.7236,5.46921
"5931","steamerr","Jared Poland","sa3020252",1,0.0379,0.63654,1.1302,0.4502,0,0.6274,0.5877,0.0877,"MIA",1.5804,5.72886
"5932","steamerr","Brannon Jordan","sa3017814",1,0.0411,0.61487,1.0641,0.5935,0,0.7144,1,0,NA,1.6576,5.53383
"5933","steamerr","Hunter Hayes","sa3020450",1,0.0412,0.62133,1.128,0.5267,0,0.5617,1,0,"STL",1.6547,5.59197
"5934","steamerr","Michael Kirian","sa3017594",1,0.0415,0.60264,1.0728,0.6085,0,0.6764,1,0,NA,1.6813,5.42376
"5935","steamerr","Jace Beck","sa3011811",1,0.0433,0.58499,0.9639,0.7354,0,0.8706,0.8623,0.0293,"NYM",1.6993,5.26491
"5936","steamerr","Harold Cortijo","sa3004588",1,0.045,0.57831,1.0421,0.6141,0,0.7248,1,0,"NYY",1.6562,5.20479
"5937","steamerr","Tyler Ras","sa3017718",1,0.0409,0.61938,1.0984,0.592,0,0.6556,1,0,NA,1.6904,5.57442
"5938","steamerr","Yohanse Morel","sa3005685",1,0.0412,0.60964,1.0656,0.6368,0,0.6914,1,0,NA,1.7024,5.48676
"5939","steamerr","Jay Driver","sa3023044",1,0.0416,0.59995,1.0497,0.6268,0,0.7552,1,0,"CLE",1.6765,5.39955
"5940","steamerr","Brett Banks","sa3023097",1,0.0426,0.59288,1.0275,0.6465,0,0.7573,1,0,"NYM",1.674,5.33592
"5941","steamerr","Brayhans Barreto","sa3022316",1,0.044,0.57122,1.0363,0.6785,0,0.6899,0.8615,0.0295,"NYM",1.7148,5.14098
"5942","steamerr","Joel Condreay","sa3008102",1,0.041,0.61657,1.0707,0.6381,0,0.7032,1,0,NA,1.7088,5.54913
"5943","steamerr","Thomas Balboni Jr.","sa3020861",1,0.0448,0.58756,1.0187,0.5832,0,0.8082,1,0,"NYY",1.6019,5.28804
"5944","steamerr","Yanquiel Sanchez","sa3019562",1,0.0456,0.60621,1.058,0.6366,0,0.7128,0.6009,0.0849,"HOU",1.6946,5.45589
"5945","steamerr","Joe Joe Rodriguez","sa3020108",1,0.0409,0.616,1.0771,0.6413,0,0.6879,1,0,NA,1.7184,5.544
"5946","steamerr","Benjamin Arias","sa3008724",1,0.0416,0.61465,1.096,0.4991,0,0.602,1,0,"STL",1.5951,5.53185
"5947","steamerr","Diomede Sierra","sa3009586",1,0.0417,0.62986,1.1004,0.739,0,0.6735,1,0,"ARI",1.8394,5.66874
"5948","steamerr","Jose Mora","sa875839",1,0.041,0.61742,1.0687,0.6202,0,0.708,1,0,NA,1.6889,5.55678
"5949","steamerr","Johzan Oquendo","sa3015148",1,0.0416,0.61363,1.0432,0.7079,0,0.7385,1,0,"CHC",1.7511,5.52267
"5950","steamerr","Jacinto Arredondo","sa3015009",1,0.0414,0.64008,1.1304,0.5991,0,0.5818,1,0,NA,1.7295,5.76072
"5951","steamerr","Kyler Stout","sa3006769",1,0.0407,0.66425,1.1348,0.586,0,0.6669,0.6166,0.0816,"ARI",1.7208,5.97825
"5952","steamerr","Mickey Jannis","11071",1,0.0427,0.62679,1.1563,0.4153,0,0.586,1,0,NA,1.5716,5.64111
"5953","steamerr","Jeremy Wu-Yelland","sa3014520",1,0.0421,0.62403,1.0553,0.7107,0,0.7149,1,0,"BOS",1.766,5.61627
"5954","steamerr","Luis Ramirez","sa3020831",1,0.0421,0.61547,1.115,0.5645,0,0.6244,0.5877,0.0877,"TEX",1.6795,5.53923
"5955","steamerr","Kelvin Ramirez","sa3015492",1,0.0445,0.61941,1.0896,0.5703,0,0.702,0.9044,0.0204,"LAD",1.6599,5.57469
"5956","steamerr","Ethan Chenault","sa3023445",1,0.0425,0.61314,1.0219,0.7029,0,0.7648,1,0,"PHI",1.7248,5.51826
"5957","steamerr","Juan De Los Santos","sa3010808",1,0.043,0.61649,1.0907,0.5845,0,0.6716,1,0,"BAL",1.6752,5.54841
"5958","steamerr","A.J. Candelario","sa3018176",1,0.0389,0.62353,1.0705,0.6233,0,0.6789,1,0,NA,1.6938,5.61177
"5959","steamerr","Niklas Rimmel","sa3008426",1,0.041,0.61559,1.0669,0.6209,0,0.702,1,0,NA,1.6878,5.54031
"5960","steamerr","Dan Hammer","sa3011525",1,0.0431,0.61749,1.0116,0.6695,0,0.847,1,0,"BAL",1.6811,5.55741
"5961","steamerr","Miguel Gomez","sa3009527",1,0.0386,0.62435,1.1234,0.4771,0,0.5724,0.8738,0.0268,"WSN",1.6005,5.61915
"5962","steamerr","Brayden Theriot","sa3011242",1,0.0398,0.60409,1.0567,0.62,0,0.6979,1,0,NA,1.6767,5.43681
"5963","steamerr","Armando Vasquez","sa3018283",1,0.0415,0.63989,1.0752,0.7252,0,0.7451,1,0,"ARI",1.8004,5.75901
"5964","steamerr","Fabian Blanco","sa873152",1,0.0414,0.60593,1.0704,0.6298,0,0.6849,1,0,NA,1.7002,5.45337
"5965","steamerr","Carson Carter","sa3017466",1,0.041,0.6138,1.077,0.6257,0,0.6736,1,0,NA,1.7027,5.5242
"5966","steamerr","Nate Jones","sa3010003",1,0.0407,0.62366,1.113,0.5815,0,0.631,1,0,NA,1.6945,5.61294
"5967","steamerr","Will Varmette","sa3022881",1,0.0422,0.597,1.0011,0.6884,0,0.7786,0.7914,0.0444,"SDP",1.6895,5.373
"5968","steamerr","Layonel Ovalles","sa3015993",1,0.0428,0.58636,1.0387,0.5821,0,0.6992,1,0,"NYM",1.6208,5.27724
"5969","steamerr","Davis Moore","sa3010780",1,0.0388,0.62897,1.0659,0.617,0,0.707,1,0,NA,1.6829,5.66073
"5970","steamerr","Kipp Rollings","sa3009857",1,0.0403,0.6493,1.1417,0.5917,0,0.594,0.7056,0.0626,NA,1.7334,5.8437
"5971","steamerr","Nick Altermatt","sa3023451",1,0.0378,0.60705,1.0796,0.5768,0,0.6585,1,0,"CHW",1.6564,5.46345
"5972","steamerr","Eliezer Rodriguez","sa3003064",1,0.0419,0.60848,1.0884,0.6248,0,0.6489,0.699,0.064,NA,1.7132,5.47632
"5973","steamerr","Josh McMinn","sa3009926",1,0.0407,0.66557,1.1425,0.5895,0,0.6472,0.6083,0.0833,"ARI",1.732,5.99013
"5974","steamerr","Ocean Gabonia","sa3017391",1,0.0446,0.58849,1.0788,0.5365,0,0.6714,1,0,"NYY",1.6153,5.29641
"5975","steamerr","Julian Smith","sa3010129",1,0.0417,0.59523,1.0732,0.6421,0,0.6374,1,0,NA,1.7153,5.35707
"5976","steamerr","Giomar Diaz","sa3018797",1,0.0409,0.62726,1.1026,0.6571,0,0.6836,1,0,"ATL",1.7597,5.64534
"5977","steamerr","Kade Mechals","sa3020322",1,0.0407,0.62967,1.0991,0.5436,0,0.6766,0.7741,0.0481,NA,1.6427,5.66703
"5978","steamerr","Yaramil Hiraldo","sa3006562",1,0.0408,0.66368,1.1253,0.6204,0,0.6824,1,0,NA,1.7457,5.97312
"5979","steamerr","Timmy Manning","sa3023173",1,0.0397,0.59001,1.0575,0.6909,0,0.6947,1,0,"SFG",1.7484,5.31009
"5980","steamerr","Bryson Hammer","sa3022664",1,0.0391,0.65961,1.1831,0.6286,0,0.6365,1,0,"COL",1.8117,5.93649
"5981","steamerr","Kyle Hinton","sa3006981",1,0.0408,0.62231,1.0749,0.6375,0,0.6998,1,0,NA,1.7124,5.60079
"5982","steamerr","Gilberto Chu","sa873302",1,0.0414,0.6056,1.0814,0.5764,0,0.6474,1,0,NA,1.6578,5.4504
"5983","steamerr","Chase Antle","sa3020810",1,0.0409,0.62489,1.0498,0.6642,0,0.7593,0.8038,0.0418,NA,1.714,5.62401
"5984","steamerr","Addison Moss","sa3011780",1,0.0407,0.6243,1.082,0.6039,0,0.6902,1,0,NA,1.6859,5.6187
"5985","steamerr","Eli Ankeney","sa3020390",1,0.0435,0.58458,0.9992,0.6526,0,0.7974,0.8672,0.0282,"NYM",1.6518,5.26122
"5986","steamerr","Geoffrey Gilbert","sa3020807",1,0.0453,0.5721,1.0044,0.6343,0,0.7923,1,0,"NYY",1.6387,5.1489
"5987","steamerr","Saul Gonzalez","sa3008360",1,0.0411,0.62965,1.1124,0.5963,0,0.629,1,0,"CHC",1.7087,5.66685
"5988","steamerr","Alberto Mota","sa3016712",1,0.0419,0.60905,1.0283,0.7194,0,0.7791,0.8763,0.0263,"TEX",1.7477,5.48145
"5989","steamerr","Delvis Alegre","sa3006352",1,0.0384,0.63993,1.1521,0.6017,0,0.5666,1,0,"MIA",1.7538,5.75937
"5990","steamerr","Jonah Hurney","sa3023417",1,0.0411,0.61471,1.0976,0.6304,0,0.6629,1,0,"CIN",1.728,5.53239
"5991","steamerr","Sergio Umana","sa3009623",1,0.0406,0.62608,1.1593,0.4848,0,0.5315,1,0,NA,1.6441,5.63472
"5992","steamerr","Carlos Guarate","sa3006127",1,0.0406,0.62492,1.1534,0.4369,0,0.5413,0.8969,0.0219,NA,1.5903,5.62428
"5993","steamerr","Brendan McGuigan","sa3011850",1,0.0407,0.6259,1.0796,0.5885,0,0.6958,0.8508,0.0318,NA,1.6681,5.6331
"5994","steamerr","Sam Weatherly","sa3014455",1,0.0392,0.66238,1.1276,0.5734,0,0.7606,1,0,"COL",1.701,5.96142
"5995","steamerr","Brad Deppermann","sa3011801",1,0.041,0.63466,1.1099,0.5433,0,0.6513,1,0,"CHC",1.6532,5.71194
"5996","steamerr","Tyler Suellentrop","sa3006831",1,0.0407,0.62321,1.0782,0.658,0,0.6901,1,0,NA,1.7362,5.60889
"5997","steamerr","Luis Arejula","sa3016619",1,0.0447,0.58493,1.0556,0.5785,0,0.6951,1,0,"NYY",1.6341,5.26437
"5998","steamerr","Max Gieg","sa3019954",1,0.0394,0.63102,1.0696,0.6436,0,0.7239,1,0,"LAA",1.7132,5.67918
"5999","steamerr","Garrett Leonard","sa3010141",1,0.0406,0.62461,1.0715,0.5795,0,0.7058,0.8442,0.0332,NA,1.651,5.62149
"6000","steamerr","José Marte","21761",7.537,0.3404,3.66315,7.1458,4.0357,0,6.8204,7.537,0,"LAA",1.48354783070187,4.37420061032241
"6001","steamerr","Jean Casanova","sa918959",1,0.0409,0.63028,1.0977,0.5813,0,0.6644,0.5391,0.0981,NA,1.679,5.67252
"6002","steamerr","Devin Kirby","sa3022908",1,0.0407,0.63336,1.0722,0.71,0,0.7127,1,0,"MIN",1.7822,5.70024
"6003","steamerr","Luis Alvarado","sa3007454",1,0.0407,0.62979,1.1004,0.5717,0,0.6599,0.7337,0.0567,NA,1.6721,5.66811
"6004","steamerr","Tanner Cooper","sa1170930",1,0.0406,0.62864,1.1412,0.4666,0,0.5789,1,0,NA,1.6078,5.65776
"6005","steamerr","Brayan Palencia","sa3016011",1,0.0388,0.61186,1.1272,0.5024,0,0.5692,0.7815,0.0465,"SFG",1.6296,5.50674
"6006","steamerr","Collin Snider","23307",13.7778,0.6357,6.31396,13.4041,5.5735,0.228,11.6183,13.7778,0,"SEA",1.37740422999318,4.12443496058877
"6007","steamerr","Thomas Schultz","sa3022936",1,0.0388,0.63012,1.0764,0.5804,0,0.6726,1,0,"WSN",1.6568,5.67108
"6008","steamerr","Anthony Flores","sa3019377",1,0.0412,0.60949,1.0932,0.6214,0,0.6303,0.5094,0.1044,"MIL",1.7146,5.48541
"6009","steamerr","Tanner Driskill","sa3007480",1,0.0406,0.62742,1.1238,0.543,0,0.6031,1,0,NA,1.6668,5.64678
"6010","steamerr","Gil Luna","sa3017301",1,0.0388,0.58104,0.9503,0.7794,0,0.8614,1,0,"CHW",1.7297,5.22936
"6011","steamerr","Manuel Veloz","sa3011349",1,0.0366,0.61274,1.147,0.4351,0,0.5209,0.6347,0.0777,"CHW",1.5821,5.51466
"6012","steamerr","Steven Fulgencio","sa3019427",1,0.046,0.5841,1.0849,0.6402,0,0.6247,0.7642,0.0502,"NYY",1.7251,5.2569
"6013","steamerr","Tyler Gillies","sa3008645",1,0.0405,0.63102,1.0863,0.6055,0,0.6953,1,0,NA,1.6918,5.67918
"6014","steamerr","Justin Lawson","sa3023504",1,0.0427,0.59439,1.0562,0.598,0,0.6701,0.8714,0.0274,"NYM",1.6542,5.34951
"6015","steamerr","Marcus Olivarez","sa3020478",1,0.0408,0.62098,1.071,0.6748,0,0.6932,1,0,NA,1.7458,5.58882
"6016","steamerr","Matt Hickey","sa3020236",1,0.0408,0.62183,1.1087,0.5451,0,0.613,1,0,NA,1.6538,5.59647
"6017","steamerr","Connor Housley","sa3024915",1,0.0377,0.6123,1.0387,0.6414,0,0.7475,1,0,"CHW",1.6801,5.5107
"6018","steamerr","William Silva","sa3020235",1,0.0405,0.64057,1.1267,0.568,0,0.6631,1,0,"ATL",1.6947,5.76513
"6019","steamerr","Conner O'Neil","sa915599",1,0.0406,0.62878,1.0956,0.5793,0,0.6653,1,0,NA,1.6749,5.65902
"6020","steamerr","Ryan Williamson","sa3008258",1,0.0413,0.60781,1.0566,0.6741,0,0.7008,1,0,NA,1.7307,5.47029
"6021","steamerr","Xander Hamilton","sa3023094",1,0.0409,0.63286,1.0566,0.6392,0,0.736,1,0,"MIN",1.6958,5.69574
"6022","steamerr","Carson Rudd","sa3014812",1,0.0409,0.62225,0.9999,0.5985,0,0.8636,0.6248,0.0798,"CIN",1.5984,5.60025
"6023","steamerr","Danny Kirwin","sa3023553",1,0.0408,0.66088,1.1428,0.5762,0,0.5896,0.5003,0.1063,"BOS",1.719,5.94792
"6024","steamerr","Joan Gonzalez","sa3022860",1,0.0417,0.60069,1.0359,0.6308,0,0.6941,1,0,"SDP",1.6667,5.40621
"6025","steamerr","Manuel Alvarez","sa3005410",1,0.0407,0.62492,1.0248,0.6372,0,0.8014,0.9085,0.0195,NA,1.662,5.62428
"6026","steamerr","Benony Robles","sa3006135",1,0.0415,0.60474,1.0427,0.6453,0,0.7155,1,0,NA,1.688,5.44266
"6027","steamerr","Eric Dominguez","sa3019284",1,0.041,0.65659,1.1379,0.6591,0,0.633,0.5333,0.0993,"ARI",1.797,5.90931
"6028","steamerr","Felix Ramires","sa3005828",1,0.039,0.66405,1.1655,0.6352,0,0.6709,1,0,"COL",1.8007,5.97645
"6029","steamerr","Jorge Minyety","sa3021752",1,0.0406,0.66364,1.1496,0.6694,0,0.6156,1,0,"ARI",1.819,5.97276
"6030","steamerr","Simon Miller","sa3023311",1,0.0405,0.63357,1.0655,0.6579,0,0.761,1,0,"CIN",1.7234,5.70213
"6031","steamerr","Ryan Ammons","sa3023523",1,0.0431,0.57717,0.9812,0.7323,0,0.8008,1,0,"NYM",1.7135,5.19453
"6032","steamerr","Kanoa Pagan","sa3011558",1,0.0388,0.61802,1.0903,0.5979,0,0.6611,0.6306,0.0786,"SFG",1.6882,5.56218
"6033","steamerr","Justin Bruihl","23779",3.9877,0.18,1.9373,4.0989,1.6456,0,3.0142,3.9877,0,"PIT",1.44055470572009,4.37237003786644
"6034","steamerr","Tyler Morgan","sa3022862",1,0.0419,0.60938,1.0841,0.5394,0,0.6125,0.6562,0.0732,"SDP",1.6235,5.48442
"6035","steamerr","Delvin Capellan","sa3002996",1,0.0406,0.62755,1.0934,0.5806,0,0.6585,1,0,NA,1.674,5.64795
"6036","steamerr","Eris Filpo","sa917835",1,0.0406,0.62956,1.1061,0.5477,0,0.6396,1,0,NA,1.6538,5.66604
"6037","steamerr","Franklin De La Paz","sa3002811",1,0.0447,0.60587,1.0527,0.7004,0,0.7316,1,0,"LAD",1.7531,5.45283
"6038","steamerr","Adel Dilone","sa3018798",1,0.0403,0.64138,1.104,0.6219,0,0.7,0.7056,0.0626,"ATL",1.7259,5.77242
"6039","steamerr","Junior Cerda","sa3016234",1,0.0408,0.62216,1.0438,0.6509,0,0.7436,1,0,NA,1.6947,5.59944
"6040","steamerr","Kevin Rodriguez","sa3008683",1,0.0405,0.62635,1.1423,0.5844,0,0.5489,1,0,NA,1.7267,5.63715
"6041","steamerr","Mikey Tepper","sa3023065",1,0.0383,0.62871,1.0826,0.6984,0,0.6373,0.7815,0.0465,"WSN",1.781,5.65839
"6042","steamerr","Cooper Benson","sa3019457",1,0.0413,0.60888,1.0318,0.6685,0,0.7482,1,0,NA,1.7003,5.47992
"6043","steamerr","Jake Miller","sa3018171",1,0.0419,0.61346,1.1079,0.4848,0,0.6355,0.5539,0.0949,"CLE",1.5927,5.52114
"6044","steamerr","Luarbert Arias","sa3007599",2.7407,0.118,1.44965,2.7288,1.0616,0,2.3371,2.7407,0,"MIA",1.38300434195643,4.76040792498267
"6045","steamerr","Joel Kuhnel","19995",11.963,0.5454,5.54037,12.6832,3.6268,0,7.9245,11.963,0,"TBR",1.36337039204213,4.16812923179804
"6046","steamerr","Nick Lockhart","sa3011743",1,0.0416,0.62899,1.1178,0.5275,0,0.6363,0.5201,0.1021,"TEX",1.6453,5.66091
"6047","steamerr","Jake Gozzo","sa3014979",1,0.041,0.61774,1.0576,0.6277,0,0.6957,1,0,NA,1.6853,5.55966
"6048","steamerr","Wilker Reyes","sa3009477",1,0.0412,0.61787,1.0796,0.7074,0,0.6555,1,0,"MIN",1.787,5.56083
"6049","steamerr","Alexander Montero","sa3005222",1,0.0406,0.62699,1.082,0.6137,0,0.677,1,0,NA,1.6957,5.64291
"6050","steamerr","Jhonatan Munoz","sa916947",1,0.0405,0.62714,1.0792,0.599,0,0.6805,0.8672,0.0282,NA,1.6782,5.64426
"6051","steamerr","Jesus E. Sanchez","sa917897",1,0.038,0.6454,1.1088,0.6165,0,0.6542,0.8475,0.0325,"MIA",1.7253,5.8086
"6052","steamerr","Blake Walston","26270",6.4444,0.3078,3.14625,6.5413,2.4488,0,5.4481,6.4444,0,"ARI",1.3950251381044,4.39393116504252
"6053","steamerr","Jorge Garcia","sa3009229",1,0.0387,0.61715,1.0974,0.5954,0,0.638,0.8705,0.0275,"SFG",1.6928,5.55435
"6054","steamerr","Pierce Banks","sa3019435",1,0.0405,0.63218,1.0876,0.6076,0,0.6822,1,0,NA,1.6952,5.68962
"6055","steamerr","Luis Ramirez","sa917821",1,0.0405,0.62884,1.0921,0.6138,0,0.6597,1,0,NA,1.7059,5.65956
"6056","steamerr","Moises Diaz","sa3005464",1,0.0386,0.63148,1.1425,0.5273,0,0.5193,1,0,"WSN",1.6698,5.68332
"6057","steamerr","Keegan James","sa3011232",1,0.0404,0.63407,1.1147,0.5642,0,0.6318,1,0,NA,1.6789,5.70663
"6058","steamerr","Braden Carmichael","sa3023003",1,0.0409,0.61983,1.0843,0.5981,0,0.6684,1,0,NA,1.6824,5.57847
"6059","steamerr","C.J. Mayhue","sa3020175",1,0.0414,0.61519,1.0978,0.5889,0,0.6169,0.7873,0.0453,NA,1.6867,5.53671
"6060","steamerr","Tyler Bradt","sa3022859",1,0.0408,0.63257,1.0649,0.7023,0,0.6897,1,0,"STL",1.7672,5.69313
"6061","steamerr","Cam Wynne","sa3017492",1,0.0406,0.62787,1.0929,0.567,0,0.6504,0.8912,0.0232,NA,1.6599,5.65083
"6062","steamerr","Jack White","sa3023404",1,0.0408,0.57691,1.0353,0.7405,0,0.676,1,0,"SEA",1.7758,5.19219
"6063","steamerr","Alan Mundo","sa3005688",1,0.0407,0.62593,1.0552,0.6579,0,0.7232,1,0,NA,1.7131,5.63337
"6064","steamerr","Cade Halemanu","sa3020328",1,0.0392,0.61402,1.0763,0.5945,0,0.6464,0.8293,0.0363,"TBR",1.6708,5.52618
"6065","steamerr","Hugo Beltran","sa3006354",1,0.0423,0.63238,1.1328,0.5986,0,0.5987,1,0,"BAL",1.7314,5.69142
"6066","steamerr","Jordan Bocko","sa3011348",1,0.0402,0.6382,1.1175,0.5466,0,0.6349,0.8606,0.0296,NA,1.6641,5.7438
"6067","steamerr","Caleb Franzen","sa3020531",1,0.0411,0.61509,1.1133,0.5456,0,0.5814,1,0,NA,1.6589,5.53581
"6068","steamerr","Angel Roman","sa3018314",1,0.0389,0.61784,1.0985,0.6455,0,0.5808,0.8351,0.0351,"WSN",1.744,5.56056
"6069","steamerr","Jonathan Pendergast","sa3011140",1,0.0403,0.63655,1.0908,0.6004,0,0.6855,1,0,NA,1.6912,5.72895
"6070","steamerr","Yondrei Rojas","sa3016783",1,0.041,0.61815,1.0823,0.5963,0,0.6597,1,0,"TOR",1.6786,5.56335
"6071","steamerr","Jake Stevenson","sa1169857",1,0.0423,0.5979,1.012,0.7102,0,0.7652,1,0,"NYM",1.7222,5.3811
"6072","steamerr","Mauricio Estrella","sa3018857",1,0.0384,0.61844,1.1291,0.5267,0,0.5604,0.6248,0.0798,"SFG",1.6558,5.56596
"6073","steamerr","Cody Tyler","sa3007265",1,0.0408,0.62527,1.1027,0.5743,0,0.6417,1,0,NA,1.677,5.62743
"6074","steamerr","Sean Mullen","sa3017843",1,0.0391,0.61964,1.0907,0.5509,0,0.6361,0.8788,0.0258,"TBR",1.6416,5.57676
"6075","steamerr","Vince Reilly","sa3020754",1,0.0407,0.63749,1.1338,0.6184,0,0.5795,1,0,"CHC",1.7522,5.73741
"6076","steamerr","Leam Mendez","sa3019432",1,0.0404,0.63411,1.0796,0.6132,0,0.6977,1,0,NA,1.6928,5.70699
"6077","steamerr","Nick Hanson","sa917957",1,0.0403,0.63247,1.1137,0.6503,0,0.6173,0.8829,0.0249,NA,1.764,5.69223
"6078","steamerr","Carlos Campos","sa3005457",1,0.0402,0.63676,1.1093,0.5664,0,0.6419,0.7856,0.0456,NA,1.6757,5.73084
"6079","steamerr","Colin Schmid","sa3007712",1,0.0409,0.61813,1.0852,0.6259,0,0.6513,1,0,NA,1.7111,5.56317
"6080","steamerr","Evy Ruibal","sa3004732",1,0.0405,0.63132,1.0781,0.6498,0,0.689,1,0,NA,1.7279,5.68188
"6081","steamerr","Jared Beck","sa3020571",1,0.0433,0.60821,1.0329,0.7401,0,0.7543,1,0,"BAL",1.773,5.47389
"6082","steamerr","Zach Daniels","sa3007774",1,0.0404,0.6455,1.1157,0.6075,0,0.6808,1,0,NA,1.7232,5.8095
"6083","steamerr","Troy Stainbrook","sa3014806",1,0.0413,0.60527,1.0571,0.686,0,0.6694,1,0,NA,1.7431,5.44743
"6084","steamerr","Yehizon Sanchez","sa3011574",1,0.039,0.61905,1.1103,0.5796,0,0.5346,1,0,"OAK",1.6899,5.57145
"6085","steamerr","John Wilson","sa3015116",1,0.0409,0.61652,1.13,0.5782,0,0.5481,1,0,NA,1.7082,5.54868
"6086","steamerr","Amilcar Chirinos","sa3017149",1,0.0427,0.63138,1.0882,0.6141,0,0.6651,1,0,"HOU",1.7023,5.68242
"6087","steamerr","Steven Perez","sa3008362",1,0.0418,0.59979,1.033,0.628,0,0.7605,1,0,"CLE",1.661,5.39811
"6088","steamerr","Robbie Peto","sa3014848",1,0.0403,0.63356,1.0961,0.5303,0,0.6509,0.5366,0.0986,NA,1.6264,5.70204
"6089","steamerr","Jason Franks","sa3019912",1,0.0404,0.64366,1.0984,0.6558,0,0.7082,1,0,"ATL",1.7542,5.79294
"6090","steamerr","Alex Garbrick","sa3017465",1,0.0418,0.63251,1.0704,0.665,0,0.6802,1,0,"PHI",1.7354,5.69259
"6091","steamerr","Tyler Smith","sa3006828",1,0.0405,0.63167,1.0829,0.6332,0,0.6772,1,0,NA,1.7161,5.68503
"6092","steamerr","Florencio Serrano","sa3010124",1,0.041,0.62871,1.1131,0.5186,0,0.6315,0.6586,0.0726,"TEX",1.6317,5.65839
"6093","steamerr","Steven Sanchez","sa3016595",1,0.0399,0.60597,1.0848,0.5417,0,0.6222,1,0,"SEA",1.6265,5.45373
"6094","steamerr","Zach Maxwell","sa3020255",7.537,0.3502,3.68133,6.6987,4.3698,0,8.1683,7.537,0,"CIN",1.46855512803503,4.39590951306886
"6095","steamerr","Holt Jones","sa3017368",1,0.0386,0.63808,1.0885,0.6333,0,0.6567,1,0,"MIA",1.7218,5.74272
"6096","steamerr","Carlos Torres","sa3020387",1,0.037,0.69538,1.2322,0.5216,0,0.5907,0.84,0.034,"COL",1.7538,6.25842
"6097","steamerr","Samuel Mejia","sa3016475",1,0.0394,0.61578,1.0629,0.582,0,0.675,1,0,"TBR",1.6449,5.54202
"6098","steamerr","Jesus Luna","sa3015925",1,0.0438,0.6296,1.0714,0.676,0,0.7244,1,0,"LAD",1.7474,5.6664
"6099","steamerr","Cristhian Tortosa","sa920454",1,0.0411,0.61289,1.055,0.7117,0,0.6961,0.8788,0.0258,NA,1.7667,5.51601
"6100","steamerr","Bryan Lucas","sa3006123",1,0.0403,0.6367,1.0997,0.5873,0,0.6562,1,0,NA,1.687,5.7303
"6101","steamerr","Damon Casetta-Stubbs","sa3008387",1,0.0404,0.63234,1.0875,0.6458,0,0.6652,1,0,NA,1.7333,5.69106
"6102","steamerr","Jose Ramirez","sa3006702",1,0.0363,0.61511,1.1058,0.5526,0,0.5762,0.6792,0.0682,"CHW",1.6584,5.53599
"6103","steamerr","Zach Pettway","sa3018109",1,0.0403,0.63678,1.0849,0.6472,0,0.6867,1,0,NA,1.7321,5.73102
"6104","steamerr","Yeury Gervacio","sa3007468",1,0.041,0.61718,1.0548,0.6694,0,0.7064,1,0,NA,1.7242,5.55462
"6105","steamerr","Alfred Vega","sa3006495",1,0.042,0.60682,1.0752,0.5873,0,0.6464,1,0,"NYM",1.6625,5.46138
"6106","steamerr","Daniel Cruz","sa3006101",1,0.0404,0.63213,1.0716,0.6576,0,0.6977,1,0,NA,1.7292,5.68917
"6107","steamerr","Ian Foggo","sa3017611",1,0.0406,0.62535,1.0157,0.7896,0,0.7999,1,0,NA,1.8053,5.62815
"6108","steamerr","Teddy Sharkey","sa3023230",1,0.0423,0.6379,1.058,0.7007,0,0.7655,1,0,"BAL",1.7587,5.7411
"6109","steamerr","Andrew Peters","sa3017259",1,0.0404,0.63344,1.0533,0.7056,0,0.7422,1,0,NA,1.7589,5.70096
"6110","steamerr","Nathan Landry","sa3020485",1,0.0415,0.64142,1.0733,0.6539,0,0.6734,1,0,NA,1.7272,5.77278
"6111","steamerr","Garrett Hill","25097",7.3086,0.3269,3.47165,6.9974,3.2583,0,6.5734,7.3086,0,"DET",1.40323728210601,4.27508004268943
"6112","steamerr","Angel Hernandez","sa3015363",1,0.0416,0.61231,1.0469,0.8017,0,0.7103,1,0,"CHC",1.8486,5.51079
"6113","steamerr","Jose Albertos","sa919907",1,0.0403,0.63533,1.0968,0.6396,0,0.6523,1,0,NA,1.7364,5.71797
"6114","steamerr","Charles King","sa3023436",1,0.0415,0.63926,1.0954,0.6117,0,0.6437,0.981,0.004,"PHI",1.7071,5.75334
"6115","steamerr","Luis A. Rodriguez","sa3016064",1,0.0405,0.6316,1.0801,0.6366,0,0.6738,1,0,NA,1.7167,5.6844
"6116","steamerr","Kobe Robinson","sa3017764",1,0.0404,0.62948,1.092,0.6734,0,0.6432,1,0,NA,1.7654,5.66532
"6117","steamerr","Thomas Bruss","sa3023480",1,0.0385,0.62374,1.0815,0.6725,0,0.6578,1,0,"DET",1.754,5.61366
